FirstName,LastName,Start,Finish,TimeStart,TimeFinish
Lars,Azada,Bean There Done That,Gastech,2014-01-08 08:06:01,2014-01-08 08:26:11
Lars,Azada,Gastech,Roberts and Sons,2014-01-08 12:01:01,2014-01-08 12:09:17
Lars,Azada,Roberts and Sons,Gastech,2014-01-08 13:43:01,2014-01-08 13:51:17
Lars,Azada,Gastech,White Building,2014-01-08 17:07:01,2014-01-08 17:17:28
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-08 18:17:01,2014-01-08 18:20:01
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-08 19:25:01,2014-01-08 19:27:13
Lars,Azada,White Building,Bean There Done That,2014-01-09 08:01:01,2014-01-09 08:05:22
Lars,Azada,Bean There Done That,Gastech,2014-01-09 08:22:01,2014-01-09 08:42:11
Lars,Azada,Gastech,Brew've Been Served,2014-01-09 12:18:01,2014-01-09 12:21:42
Lars,Azada,Brew've Been Served,Gastech,2014-01-09 13:44:01,2014-01-09 13:47:42
Lars,Azada,Gastech,White Building,2014-01-09 17:19:01,2014-01-09 17:29:28
Lars,Azada,White Building,Bean There Done That,2014-01-10 07:42:01,2014-01-10 07:46:22
Lars,Azada,Bean There Done That,Gastech,2014-01-10 08:12:01,2014-01-10 08:32:10
Lars,Azada,Gastech,Gastech,2014-01-10 09:03:45,2014-01-10 09:03:45
Lars,Azada,Gastech,General Grocer,2014-01-10 12:09:01,2014-01-10 12:15:16
Lars,Azada,General Grocer,Gastech,2014-01-10 13:44:01,2014-01-10 13:50:16
Lars,Azada,Gastech,White Building,2014-01-10 17:06:01,2014-01-10 17:16:28
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-10 18:42:01,2014-01-10 18:44:13
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-10 19:50:01,2014-01-10 19:52:13
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-11 18:12:01,2014-01-11 18:14:13
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-11 20:29:01,2014-01-11 20:34:01
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-12 18:28:01,2014-01-12 18:30:13
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-12 19:30:01,2014-01-12 19:32:13
Lars,Azada,White Building,Bean There Done That,2014-01-13 07:39:01,2014-01-13 07:43:22
Lars,Azada,Bean There Done That,Gastech,2014-01-13 08:02:01,2014-01-13 08:22:11
Lars,Azada,Gastech,General Grocer,2014-01-13 11:58:01,2014-01-13 12:04:16
Lars,Azada,General Grocer,Gastech,2014-01-13 13:43:01,2014-01-13 13:49:16
Lars,Azada,Gastech,White Building,2014-01-13 17:18:01,2014-01-13 17:28:28
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-13 18:39:01,2014-01-13 18:41:13
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-13 20:48:01,2014-01-13 20:50:13
Lars,Azada,White Building,Bean There Done That,2014-01-14 07:49:01,2014-01-14 07:53:22
Lars,Azada,Bean There Done That,Gastech,2014-01-14 08:29:01,2014-01-14 08:49:11
Lars,Azada,Gastech,Brew've Been Served,2014-01-14 12:00:01,2014-01-14 12:03:42
Lars,Azada,Brew've Been Served,Gastech,2014-01-14 13:39:01,2014-01-14 13:42:42
Lars,Azada,Gastech,White Building,2014-01-14 17:21:01,2014-01-14 17:31:28
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-14 18:23:01,2014-01-14 18:28:01
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-14 19:45:01,2014-01-14 19:47:12
Lars,Azada,White Building,White Building,2014-01-14 20:02:01,2014-01-14 20:02:01
Lars,Azada,White Building,Gastech,2014-01-15 08:10:01,2014-01-15 08:28:18
Lars,Azada,Gastech,Brew've Been Served,2014-01-15 12:18:01,2014-01-15 12:21:42
Lars,Azada,Brew've Been Served,Gastech,2014-01-15 13:28:01,2014-01-15 13:31:42
Lars,Azada,Gastech,White Building,2014-01-15 17:17:01,2014-01-15 17:27:28
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-15 18:34:01,2014-01-15 18:39:01
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-15 19:58:01,2014-01-15 20:00:13
Lars,Azada,White Building,Bean There Done That,2014-01-16 07:56:01,2014-01-16 08:00:22
Lars,Azada,Bean There Done That,Gastech,2014-01-16 08:26:01,2014-01-16 08:47:21
Lars,Azada,Gastech,Albert's Fine Clothing,2014-01-16 11:59:01,2014-01-16 12:08:27
Lars,Azada,Albert's Fine Clothing,Gastech,2014-01-16 13:46:01,2014-01-16 13:55:27
Lars,Azada,Gastech,White Building,2014-01-16 17:20:01,2014-01-16 17:30:28
Lars,Azada,White Building,Kronos Mart,2014-01-16 18:50:01,2014-01-16 18:55:28
Lars,Azada,Kronos Mart,White Building,2014-01-16 20:15:01,2014-01-16 20:20:28
Lars,Azada,White Building,Bean There Done That,2014-01-17 07:31:01,2014-01-17 07:35:22
Lars,Azada,Bean There Done That,Gastech,2014-01-17 08:09:01,2014-01-17 08:29:11
Lars,Azada,Gastech,Ouzeri Elian,2014-01-17 12:24:01,2014-01-17 12:26:05
Lars,Azada,Ouzeri Elian,Gastech,2014-01-17 13:41:01,2014-01-17 13:43:05
Lars,Azada,Gastech,White Building,2014-01-17 17:12:01,2014-01-17 17:22:28
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-18 18:23:01,2014-01-18 18:25:13
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-18 20:19:01,2014-01-18 20:21:13
Lars,Azada,White Building,Albert's Fine Clothing,2014-01-19 18:16:01,2014-01-19 18:18:13
Lars,Azada,Albert's Fine Clothing,White Building,2014-01-19 20:25:01,2014-01-19 20:27:08
Felix,Balas,White Building,Bean There Done That,2014-01-06 07:19:01,2014-01-06 07:22:48
Felix,Balas,Bean There Done That,Gastech,2014-01-06 07:47:01,2014-01-06 08:07:11
Felix,Balas,Gastech,Brew've Been Served,2014-01-06 12:09:01,2014-01-06 12:12:42
Felix,Balas,Brew've Been Served,Gastech,2014-01-06 13:50:01,2014-01-06 13:53:42
Felix,Balas,Gastech,White Building,2014-01-06 17:36:01,2014-01-06 17:47:11
Felix,Balas,White Building,Gastech,2014-01-07 07:55:01,2014-01-07 08:14:33
Felix,Balas,Gastech,Brew've Been Served,2014-01-07 12:11:01,2014-01-07 12:14:42
Felix,Balas,Brew've Been Served,Gastech,2014-01-07 13:54:01,2014-01-07 13:57:42
Felix,Balas,Gastech,White Building,2014-01-07 17:44:01,2014-01-07 17:55:11
Felix,Balas,White Building,Bean There Done That,2014-01-08 07:03:01,2014-01-08 07:06:48
Felix,Balas,Bean There Done That,Gastech,2014-01-08 07:45:01,2014-01-08 08:05:11
Felix,Balas,Gastech,Albert's Fine Clothing,2014-01-08 12:13:01,2014-01-08 12:22:27
Felix,Balas,Albert's Fine Clothing,Gastech,2014-01-08 13:52:01,2014-01-08 14:01:27
Felix,Balas,Gastech,White Building,2014-01-08 17:37:01,2014-01-08 17:48:11
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-08 18:56:01,2014-01-08 18:58:53
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-08 20:53:01,2014-01-08 20:56:01
Felix,Balas,White Building,Gastech,2014-01-09 07:42:01,2014-01-09 08:01:33
Felix,Balas,Gastech,Albert's Fine Clothing,2014-01-09 12:16:01,2014-01-09 12:25:27
Felix,Balas,Albert's Fine Clothing,Gastech,2014-01-09 13:47:01,2014-01-09 13:56:27
Felix,Balas,Gastech,White Building,2014-01-09 17:43:01,2014-01-09 17:54:11
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-09 19:45:01,2014-01-09 19:47:28
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-09 21:44:01,2014-01-09 21:46:25
Felix,Balas,White Building,White Building,2014-01-10 06:21:01,2014-01-10 06:21:01
Felix,Balas,White Building,Bean There Done That,2014-01-10 07:40:01,2014-01-10 07:43:48
Felix,Balas,Bean There Done That,Gastech,2014-01-10 08:04:01,2014-01-10 08:24:11
Felix,Balas,Gastech,Brew've Been Served,2014-01-10 12:23:01,2014-01-10 12:26:42
Felix,Balas,Brew've Been Served,Gastech,2014-01-10 13:52:01,2014-01-10 13:55:42
Felix,Balas,Gastech,White Building,2014-01-10 17:44:01,2014-01-10 17:55:11
Felix,Balas,White Building,White Building,2014-01-10 19:03:01,2014-01-10 19:03:45
Felix,Balas,White Building,White Building,2014-01-11 00:29:01,2014-01-11 00:29:45
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-11 18:08:01,2014-01-11 18:11:01
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-11 20:04:01,2014-01-11 20:07:01
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-12 18:35:01,2014-01-12 18:37:28
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-12 20:12:01,2014-01-12 20:14:28
Felix,Balas,White Building,Bean There Done That,2014-01-13 07:06:01,2014-01-13 07:09:48
Felix,Balas,Bean There Done That,Gastech,2014-01-13 07:39:01,2014-01-13 07:59:11
Felix,Balas,Gastech,Roberts and Sons,2014-01-13 12:09:01,2014-01-13 12:17:17
Felix,Balas,Roberts and Sons,Gastech,2014-01-13 13:43:01,2014-01-13 13:51:17
Felix,Balas,Gastech,White Building,2014-01-13 17:56:01,2014-01-13 18:07:11
Felix,Balas,White Building,Bean There Done That,2014-01-14 07:39:01,2014-01-14 07:42:48
Felix,Balas,Bean There Done That,Gastech,2014-01-14 08:03:01,2014-01-14 08:23:11
Felix,Balas,Gastech,Roberts and Sons,2014-01-14 11:58:01,2014-01-14 12:06:26
Felix,Balas,Roberts and Sons,Gastech,2014-01-14 13:31:01,2014-01-14 13:39:26
Felix,Balas,Gastech,White Building,2014-01-14 17:29:01,2014-01-14 17:40:11
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-14 19:18:01,2014-01-14 19:20:53
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-14 20:58:01,2014-01-14 21:00:52
Felix,Balas,White Building,White Building,2014-01-14 21:09:01,2014-01-14 21:09:01
Felix,Balas,White Building,Bean There Done That,2014-01-15 07:21:01,2014-01-15 07:24:48
Felix,Balas,Bean There Done That,Gastech,2014-01-15 08:05:01,2014-01-15 08:25:11
Felix,Balas,Gastech,Roberts and Sons,2014-01-15 11:54:01,2014-01-15 12:02:17
Felix,Balas,Roberts and Sons,Gastech,2014-01-15 13:54:01,2014-01-15 14:02:17
Felix,Balas,Gastech,White Building,2014-01-15 17:55:01,2014-01-15 18:06:11
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-15 18:49:01,2014-01-15 18:51:28
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-15 20:17:01,2014-01-15 20:20:01
Felix,Balas,White Building,Bean There Done That,2014-01-16 07:24:01,2014-01-16 07:27:48
Felix,Balas,Bean There Done That,Gastech,2014-01-16 08:01:01,2014-01-16 08:21:11
Felix,Balas,Gastech,Roberts and Sons,2014-01-16 12:13:01,2014-01-16 12:21:26
Felix,Balas,Roberts and Sons,Gastech,2014-01-16 13:52:01,2014-01-16 14:00:26
Felix,Balas,Gastech,White Building,2014-01-16 17:29:01,2014-01-16 17:40:11
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-16 18:37:01,2014-01-16 18:39:28
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-16 20:18:01,2014-01-16 20:20:28
Felix,Balas,White Building,Bean There Done That,2014-01-17 07:01:01,2014-01-17 07:04:48
Felix,Balas,Bean There Done That,Gastech,2014-01-17 07:48:01,2014-01-17 08:08:11
Felix,Balas,Gastech,General Grocer,2014-01-17 12:15:01,2014-01-17 12:21:16
Felix,Balas,General Grocer,Gastech,2014-01-17 13:37:01,2014-01-17 13:43:16
Felix,Balas,Gastech,White Building,2014-01-17 17:57:01,2014-01-17 18:08:11
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-17 19:46:01,2014-01-17 19:48:28
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-17 21:59:01,2014-01-17 22:01:26
Felix,Balas,White Building,White Building,2014-01-17 22:41:01,2014-01-17 22:41:01
Felix,Balas,White Building,Frank's Fuel,2014-01-18 18:00:01,2014-01-18 18:07:01
Felix,Balas,Frank's Fuel,Roberts and Sons,2014-01-18 18:40:01,2014-01-18 18:43:09
Felix,Balas,Roberts and Sons,White Building,2014-01-18 19:44:01,2014-01-18 19:49:01
Felix,Balas,White Building,Albert's Fine Clothing,2014-01-19 18:21:01,2014-01-19 18:23:28
Felix,Balas,Albert's Fine Clothing,White Building,2014-01-19 19:47:01,2014-01-19 19:49:26
Ingrid,Barranco,Spetson Park,Coffee Snack,2014-01-06 06:33:01,2014-01-06 06:35:24
Ingrid,Barranco,Coffee Snack,Coffee Snack,2014-01-06 06:53:01,2014-01-06 06:53:01
Ingrid,Barranco,Coffee Snack,Gastech,2014-01-06 07:15:01,2014-01-06 07:28:19
Ingrid,Barranco,Gastech,Roberts and Sons,2014-01-06 12:34:01,2014-01-06 12:42:16
Ingrid,Barranco,Roberts and Sons,Roberts and Sons,2014-01-06 13:00:01,2014-01-06 13:00:01
Ingrid,Barranco,Roberts and Sons,Gastech,2014-01-06 13:29:01,2014-01-06 13:37:17
Ingrid,Barranco,Gastech,Spetson Park,2014-01-06 18:20:01,2014-01-06 18:28:01
Ingrid,Barranco,Spetson Park,Albert's Fine Clothing,2014-01-06 19:54:01,2014-01-06 19:57:13
Ingrid,Barranco,Albert's Fine Clothing,Spetson Park,2014-01-06 20:52:01,2014-01-06 20:56:01
Ingrid,Barranco,Spetson Park,Coffee Snack,2014-01-07 06:42:01,2014-01-07 06:44:23
Ingrid,Barranco,Coffee Snack,Coffee Snack,2014-01-07 06:56:01,2014-01-07 06:56:01
Ingrid,Barranco,Coffee Snack,Gastech,2014-01-07 07:07:01,2014-01-07 07:20:19
Ingrid,Barranco,Gastech,Roberts and Sons,2014-01-07 12:09:01,2014-01-07 12:17:17
Ingrid,Barranco,Roberts and Sons,Gastech,2014-01-07 13:39:01,2014-01-07 13:47:17
Ingrid,Barranco,Gastech,Spetson Park,2014-01-07 18:22:01,2014-01-07 18:29:22
Ingrid,Barranco,Spetson Park,Albert's Fine Clothing,2014-01-07 19:30:01,2014-01-07 19:33:13
Ingrid,Barranco,Albert's Fine Clothing,Spetson Park,2014-01-07 21:25:01,2014-01-07 21:28:13
Ingrid,Barranco,Spetson Park,Coffee Snack,2014-01-08 06:22:01,2014-01-08 06:24:25
Ingrid,Barranco,Coffee Snack,Gastech,2014-01-08 07:06:01,2014-01-08 07:19:19
Ingrid,Barranco,Gastech,Ouzeri Elian,2014-01-08 12:32:01,2014-01-08 12:34:05
Ingrid,Barranco,Ouzeri Elian,Gastech,2014-01-08 13:34:01,2014-01-08 13:36:05
Ingrid,Barranco,Gastech,Spetson Park,2014-01-08 18:05:01,2014-01-08 18:12:20
Ingrid,Barranco,Spetson Park,Spetson Park,2014-01-08 18:17:01,2014-01-08 18:17:01
Ingrid,Barranco,Spetson Park,Albert's Fine Clothing,2014-01-08 19:14:01,2014-01-08 19:18:01
Ingrid,Barranco,Albert's Fine Clothing,Spetson Park,2014-01-08 21:02:01,2014-01-08 21:05:13
Ingrid,Barranco,Spetson Park,Coffee Snack,2014-01-09 06:56:01,2014-01-09 06:59:01
Ingrid,Barranco,Coffee Snack,Gastech,2014-01-09 07:15:01,2014-01-09 07:29:01
Ingrid,Barranco,Gastech,Ouzeri Elian,2014-01-09 12:28:01,2014-01-09 12:30:05
Ingrid,Barranco,Ouzeri Elian,Gastech,2014-01-09 13:22:01,2014-01-09 13:24:05
Ingrid,Barranco,Gastech,Spetson Park,2014-01-09 17:58:01,2014-01-09 18:05:22
Ingrid,Barranco,Spetson Park,Kronos Mart,2014-01-09 19:53:01,2014-01-09 19:59:24
Ingrid,Barranco,Kronos Mart,Spetson Park,2014-01-09 21:40:01,2014-01-09 21:46:24
Ingrid,Barranco,Spetson Park,Coffee Snack,2014-01-10 06:46:01,2014-01-10 06:48:24
