CarID,Name,arrival,departure,location,TimeSpent
1,Nils Calixto,2014-01-11 12:46:30,2014-01-11 13:41:01,Albert's Fine Clothing,00:54:31
1,Nils Calixto,2014-01-11 13:41:32,2014-01-11 15:36:01,Albert's Fine Clothing,01:54:29
1,Nils Calixto,2014-01-11 15:42:29,2014-01-11 15:49:01,Hallowed Grounds,00:06:32
1,Nils Calixto,2014-01-11 15:49:01,2014-01-11 18:42:01,Hallowed Grounds,02:53:00
1,Nils Calixto,2014-01-11 18:47:07,2014-01-11 19:47:01,Ouzeri Elian,00:59:54
1,Nils Calixto,2014-01-11 19:52:07,2014-01-12 12:45:01,Hallowed Grounds,16:52:54
1,Nils Calixto,2014-01-12 12:51:30,2014-01-12 14:11:01,Albert's Fine Clothing,01:19:31
1,Nils Calixto,2014-01-12 14:17:26,2014-01-12 15:14:01,Hallowed Grounds,00:56:35
1,Nils Calixto,2014-01-12 15:14:01,2014-01-13 07:36:01,Hallowed Grounds,16:22:00
1,Nils Calixto,2014-01-13 07:38:04,2014-01-13 08:11:01,Hallowed Grounds,00:32:57
1,Nils Calixto,2014-01-13 08:18:09,2014-01-13 12:15:01,Gastech,03:56:52
1,Nils Calixto,2014-01-13 12:24:27,2014-01-13 13:35:01,Albert's Fine Clothing,01:10:34
1,Nils Calixto,2014-01-13 13:44:27,2014-01-13 17:30:01,Gastech,03:45:34
1,Nils Calixto,2014-01-13 17:34:03,2014-01-13 18:45:01,Hallowed Grounds,01:10:58
1,Nils Calixto,2014-01-13 18:49:52,2014-01-13 19:56:01,Ouzeri Elian,01:06:09
1,Nils Calixto,2014-01-13 20:00:51,2014-01-13 20:10:01,Hallowed Grounds,00:09:10
1,Nils Calixto,2014-01-13 20:10:01,2014-01-14 07:24:01,Hallowed Grounds,11:14:00
1,Nils Calixto,2014-01-14 07:26:04,2014-01-14 08:04:01,Hallowed Grounds,00:37:57
1,Nils Calixto,2014-01-14 08:11:09,2014-01-14 12:07:01,Gastech,03:55:52
1,Nils Calixto,2014-01-14 12:15:26,2014-01-14 13:22:01,Roberts and Sons,01:06:35
1,Nils Calixto,2014-01-14 13:30:26,2014-01-14 17:42:01,Gastech,04:11:35
1,Nils Calixto,2014-01-14 17:46:03,2014-01-14 19:26:01,Hallowed Grounds,01:39:58
1,Nils Calixto,2014-01-14 19:31:01,2014-01-14 21:15:01,Ouzeri Elian,01:44:00
1,Nils Calixto,2014-01-14 21:19:52,2014-01-15 07:33:01,Hallowed Grounds,10:13:09
1,Nils Calixto,2014-01-15 07:35:04,2014-01-15 07:59:01,Hallowed Grounds,00:23:57
1,Nils Calixto,2014-01-15 08:06:09,2014-01-15 12:07:01,Gastech,04:00:52
1,Nils Calixto,2014-01-15 12:09:05,2014-01-15 13:29:01,Ouzeri Elian,01:19:56
1,Nils Calixto,2014-01-15 13:31:05,2014-01-15 17:48:01,Gastech,04:16:56
1,Nils Calixto,2014-01-15 17:52:03,2014-01-15 19:44:01,Hallowed Grounds,01:51:58
1,Nils Calixto,2014-01-15 19:50:01,2014-01-15 20:40:01,Ouzeri Elian,00:50:00
1,Nils Calixto,2014-01-15 20:44:49,2014-01-15 20:53:01,Hallowed Grounds,00:08:12
1,Nils Calixto,2014-01-15 20:53:01,2014-01-15 22:33:01,Hallowed Grounds,01:40:00
1,Nils Calixto,2014-01-15 22:37:02,2014-01-16 00:09:01,Gastech,01:31:59
1,Nils Calixto,2014-01-16 00:13:02,2014-01-16 06:30:01,Hallowed Grounds,06:16:59
1,Nils Calixto,2014-01-16 06:30:01,2014-01-16 07:48:01,Hallowed Grounds,01:18:00
1,Nils Calixto,2014-01-16 07:50:04,2014-01-16 08:10:01,Hallowed Grounds,00:19:57
1,Nils Calixto,2014-01-16 08:17:09,2014-01-16 12:23:01,Gastech,04:05:52
1,Nils Calixto,2014-01-16 12:26:42,2014-01-16 13:34:01,Brew've Been Served,01:07:19
1,Nils Calixto,2014-01-16 13:37:42,2014-01-16 17:25:01,Gastech,03:47:19
1,Nils Calixto,2014-01-16 17:29:03,2014-01-16 18:54:01,Hallowed Grounds,01:24:58
1,Nils Calixto,2014-01-16 18:58:52,2014-01-16 20:35:01,Ouzeri Elian,01:36:09
1,Nils Calixto,2014-01-16 20:39:52,2014-01-17 07:45:01,Hallowed Grounds,11:05:09
1,Nils Calixto,2014-01-17 07:47:04,2014-01-17 08:05:01,Hallowed Grounds,00:17:57
1,Nils Calixto,2014-01-17 08:12:09,2014-01-17 17:52:01,Gastech,09:39:52
1,Nils Calixto,2014-01-17 17:56:03,2014-01-17 19:35:01,Hallowed Grounds,01:38:58
1,Nils Calixto,2014-01-17 19:39:52,2014-01-17 20:31:01,Ouzeri Elian,00:51:09
1,Nils Calixto,2014-01-17 20:33:05,2014-01-17 22:41:01,Gastech,02:07:56
1,Nils Calixto,2014-01-17 22:45:02,2014-01-18 10:02:01,Hallowed Grounds,11:16:59
1,Nils Calixto,2014-01-18 10:02:01,2014-01-18 12:48:01,Hallowed Grounds,02:46:00
1,Nils Calixto,2014-01-18 12:55:05,2014-01-18 13:36:01,Roberts and Sons,00:40:56
1,Nils Calixto,2014-01-18 13:36:43,2014-01-18 15:58:01,Kronos Mart,02:21:18
1,Nils Calixto,2014-01-18 16:04:26,2014-01-18 18:25:01,Hallowed Grounds,02:20:35
1,Nils Calixto,2014-01-18 18:29:52,2014-01-18 19:31:01,Ouzeri Elian,01:01:09
1,Nils Calixto,2014-01-18 19:37:01,2014-01-19 18:26:01,Hallowed Grounds,22:49:00
1,Nils Calixto,2014-01-19 18:31:01,2014-01-19 19:52:01,Ouzeri Elian,01:21:00
2,Lars Azada,2014-01-06 07:34:22,2014-01-06 08:11:01,Bean There Done That,00:36:39
2,Lars Azada,2014-01-06 08:31:11,2014-01-06 12:17:01,Gastech,03:45:50
2,Lars Azada,2014-01-06 12:20:42,2014-01-06 13:26:01,Brew've Been Served,01:05:19
2,Lars Azada,2014-01-06 13:29:42,2014-01-06 17:17:01,Gastech,03:47:19
2,Lars Azada,2014-01-06 17:27:28,2014-01-06 18:55:01,White Building,01:27:33
2,Lars Azada,2014-01-06 19:00:01,2014-01-06 20:49:01,Albert's Fine Clothing,01:49:00
2,Lars Azada,2014-01-06 20:52:01,2014-01-07 08:02:01,White Building,11:10:00
2,Lars Azada,2014-01-07 08:06:22,2014-01-07 08:18:01,Bean There Done That,00:11:39
2,Lars Azada,2014-01-07 08:38:10,2014-01-07 08:48:40,Gastech,00:10:30
2,Lars Azada,2014-01-07 08:48:40,2014-01-07 12:05:01,Gastech,03:16:21
2,Lars Azada,2014-01-07 12:13:17,2014-01-07 13:24:01,Roberts and Sons,01:10:44
2,Lars Azada,2014-01-07 13:32:17,2014-01-07 17:31:01,Gastech,03:58:44
2,Lars Azada,2014-01-07 17:41:28,2014-01-07 18:47:01,White Building,01:05:33
2,Lars Azada,2014-01-07 18:49:13,2014-01-07 20:10:01,Albert's Fine Clothing,01:20:48
2,Lars Azada,2014-01-07 20:12:13,2014-01-08 07:43:01,White Building,11:30:48
2,Lars Azada,2014-01-08 07:47:22,2014-01-08 08:06:01,Bean There Done That,00:18:39
2,Lars Azada,2014-01-08 08:26:11,2014-01-08 12:01:01,Gastech,03:34:50
2,Lars Azada,2014-01-08 12:09:17,2014-01-08 13:43:01,Roberts and Sons,01:33:44
2,Lars Azada,2014-01-08 13:51:17,2014-01-08 17:07:01,Gastech,03:15:44
2,Lars Azada,2014-01-08 17:17:28,2014-01-08 18:17:01,White Building,00:59:33
2,Lars Azada,2014-01-08 18:20:01,2014-01-08 19:25:01,Albert's Fine Clothing,01:05:00
2,Lars Azada,2014-01-08 19:27:13,2014-01-09 08:01:01,White Building,12:33:48
2,Lars Azada,2014-01-09 08:05:22,2014-01-09 08:22:01,Bean There Done That,00:16:39
2,Lars Azada,2014-01-09 08:42:11,2014-01-09 12:18:01,Gastech,03:35:50
2,Lars Azada,2014-01-09 12:21:42,2014-01-09 13:44:01,Brew've Been Served,01:22:19
2,Lars Azada,2014-01-09 13:47:42,2014-01-09 17:19:01,Gastech,03:31:19
2,Lars Azada,2014-01-09 17:29:28,2014-01-10 07:42:01,White Building,14:12:33
2,Lars Azada,2014-01-10 07:46:22,2014-01-10 08:12:01,Bean There Done That,00:25:39
2,Lars Azada,2014-01-10 08:32:10,2014-01-10 09:03:45,Gastech,00:31:35
2,Lars Azada,2014-01-10 09:03:45,2014-01-10 12:09:01,Gastech,03:05:16
2,Lars Azada,2014-01-10 12:15:16,2014-01-10 13:44:01,General Grocer,01:28:45
2,Lars Azada,2014-01-10 13:50:16,2014-01-10 17:06:01,Gastech,03:15:45
2,Lars Azada,2014-01-10 17:16:28,2014-01-10 18:42:01,White Building,01:25:33
2,Lars Azada,2014-01-10 18:44:13,2014-01-10 19:50:01,Albert's Fine Clothing,01:05:48
2,Lars Azada,2014-01-10 19:52:13,2014-01-11 18:12:01,White Building,22:19:48
2,Lars Azada,2014-01-11 18:14:13,2014-01-11 20:29:01,Albert's Fine Clothing,02:14:48
2,Lars Azada,2014-01-11 20:34:01,2014-01-12 18:28:01,White Building,21:54:00
2,Lars Azada,2014-01-12 18:30:13,2014-01-12 19:30:01,Albert's Fine Clothing,00:59:48
2,Lars Azada,2014-01-12 19:32:13,2014-01-13 07:39:01,White Building,12:06:48
2,Lars Azada,2014-01-13 07:43:22,2014-01-13 08:02:01,Bean There Done That,00:18:39
2,Lars Azada,2014-01-13 08:22:11,2014-01-13 11:58:01,Gastech,03:35:50
2,Lars Azada,2014-01-13 12:04:16,2014-01-13 13:43:01,General Grocer,01:38:45
2,Lars Azada,2014-01-13 13:49:16,2014-01-13 17:18:01,Gastech,03:28:45
2,Lars Azada,2014-01-13 17:28:28,2014-01-13 18:39:01,White Building,01:10:33
2,Lars Azada,2014-01-13 18:41:13,2014-01-13 20:48:01,Albert's Fine Clothing,02:06:48
2,Lars Azada,2014-01-13 20:50:13,2014-01-14 07:49:01,White Building,10:58:48
2,Lars Azada,2014-01-14 07:53:22,2014-01-14 08:29:01,Bean There Done That,00:35:39
2,Lars Azada,2014-01-14 08:49:11,2014-01-14 12:00:01,Gastech,03:10:50
2,Lars Azada,2014-01-14 12:03:42,2014-01-14 13:39:01,Brew've Been Served,01:35:19
2,Lars Azada,2014-01-14 13:42:42,2014-01-14 17:21:01,Gastech,03:38:19
2,Lars Azada,2014-01-14 17:31:28,2014-01-14 18:23:01,White Building,00:51:33
2,Lars Azada,2014-01-14 18:28:01,2014-01-14 19:45:01,Albert's Fine Clothing,01:17:00
2,Lars Azada,2014-01-14 19:47:12,2014-01-14 20:02:01,White Building,00:14:49
2,Lars Azada,2014-01-14 20:02:01,2014-01-15 08:10:01,White Building,12:08:00
2,Lars Azada,2014-01-15 08:28:18,2014-01-15 12:18:01,Gastech,03:49:43
2,Lars Azada,2014-01-15 12:21:42,2014-01-15 13:28:01,Brew've Been Served,01:06:19
2,Lars Azada,2014-01-15 13:31:42,2014-01-15 17:17:01,Gastech,03:45:19
2,Lars Azada,2014-01-15 17:27:28,2014-01-15 18:34:01,White Building,01:06:33
2,Lars Azada,2014-01-15 18:39:01,2014-01-15 19:58:01,Albert's Fine Clothing,01:19:00
2,Lars Azada,2014-01-15 20:00:13,2014-01-16 07:56:01,White Building,11:55:48
2,Lars Azada,2014-01-16 08:00:22,2014-01-16 08:26:01,Bean There Done That,00:25:39
2,Lars Azada,2014-01-16 08:47:21,2014-01-16 11:59:01,Gastech,03:11:40
2,Lars Azada,2014-01-16 12:08:27,2014-01-16 13:46:01,Albert's Fine Clothing,01:37:34
2,Lars Azada,2014-01-16 13:55:27,2014-01-16 17:20:01,Gastech,03:24:34
2,Lars Azada,2014-01-16 17:30:28,2014-01-16 18:50:01,White Building,01:19:33
2,Lars Azada,2014-01-16 18:55:28,2014-01-16 20:15:01,Kronos Mart,01:19:33
2,Lars Azada,2014-01-16 20:20:28,2014-01-17 07:31:01,White Building,11:10:33
2,Lars Azada,2014-01-17 07:35:22,2014-01-17 08:09:01,Bean There Done That,00:33:39
2,Lars Azada,2014-01-17 08:29:11,2014-01-17 12:24:01,Gastech,03:54:50
2,Lars Azada,2014-01-17 12:26:05,2014-01-17 13:41:01,Ouzeri Elian,01:14:56
2,Lars Azada,2014-01-17 13:43:05,2014-01-17 17:12:01,Gastech,03:28:56
2,Lars Azada,2014-01-17 17:22:28,2014-01-18 18:23:01,White Building,01:00:33
2,Lars Azada,2014-01-18 18:25:13,2014-01-18 20:19:01,Albert's Fine Clothing,01:53:48
2,Lars Azada,2014-01-18 20:21:13,2014-01-19 18:16:01,White Building,21:54:48
2,Lars Azada,2014-01-19 18:18:13,2014-01-19 20:25:01,Albert's Fine Clothing,02:06:48
3,Felix Balas,2014-01-06 07:22:48,2014-01-06 07:47:01,Bean There Done That,00:24:13
3,Felix Balas,2014-01-06 08:07:11,2014-01-06 12:09:01,Gastech,04:01:50
3,Felix Balas,2014-01-06 12:12:42,2014-01-06 13:50:01,Brew've Been Served,01:37:19
3,Felix Balas,2014-01-06 13:53:42,2014-01-06 17:36:01,Gastech,03:42:19
3,Felix Balas,2014-01-06 17:47:11,2014-01-07 07:55:01,White Building,14:07:50
3,Felix Balas,2014-01-07 08:14:33,2014-01-07 12:11:01,Gastech,03:56:28
3,Felix Balas,2014-01-07 12:14:42,2014-01-07 13:54:01,Brew've Been Served,01:39:19
3,Felix Balas,2014-01-07 13:57:42,2014-01-07 17:44:01,Gastech,03:46:19
3,Felix Balas,2014-01-07 17:55:11,2014-01-08 07:03:01,White Building,13:07:50
3,Felix Balas,2014-01-08 07:06:48,2014-01-08 07:45:01,Bean There Done That,00:38:13
3,Felix Balas,2014-01-08 08:05:11,2014-01-08 12:13:01,Gastech,04:07:50
3,Felix Balas,2014-01-08 12:22:27,2014-01-08 13:52:01,Albert's Fine Clothing,01:29:34
3,Felix Balas,2014-01-08 14:01:27,2014-01-08 17:37:01,Gastech,03:35:34
3,Felix Balas,2014-01-08 17:48:11,2014-01-08 18:56:01,White Building,01:07:50
3,Felix Balas,2014-01-08 18:58:53,2014-01-08 20:53:01,Albert's Fine Clothing,01:54:08
3,Felix Balas,2014-01-08 20:56:01,2014-01-09 07:42:01,White Building,10:46:00
3,Felix Balas,2014-01-09 08:01:33,2014-01-09 12:16:01,Gastech,04:14:28
3,Felix Balas,2014-01-09 12:25:27,2014-01-09 13:47:01,Albert's Fine Clothing,01:21:34
3,Felix Balas,2014-01-09 13:56:27,2014-01-09 17:43:01,Gastech,03:46:34
3,Felix Balas,2014-01-09 17:54:11,2014-01-09 19:45:01,White Building,01:50:50
3,Felix Balas,2014-01-09 19:47:28,2014-01-09 21:44:01,Albert's Fine Clothing,01:56:33
3,Felix Balas,2014-01-09 21:46:25,2014-01-10 06:21:01,White Building,08:34:36
3,Felix Balas,2014-01-10 06:21:01,2014-01-10 07:40:01,White Building,01:19:00
3,Felix Balas,2014-01-10 07:43:48,2014-01-10 08:04:01,Bean There Done That,00:20:13
3,Felix Balas,2014-01-10 08:24:11,2014-01-10 12:23:01,Gastech,03:58:50
3,Felix Balas,2014-01-10 12:26:42,2014-01-10 13:52:01,Brew've Been Served,01:25:19
3,Felix Balas,2014-01-10 13:55:42,2014-01-10 17:44:01,Gastech,03:48:19
3,Felix Balas,2014-01-10 17:55:11,2014-01-10 19:03:01,White Building,01:07:50
3,Felix Balas,2014-01-10 19:03:45,2014-01-11 00:29:01,White Building,05:25:16
3,Felix Balas,2014-01-11 00:29:45,2014-01-11 18:08:01,White Building,17:38:16
3,Felix Balas,2014-01-11 18:11:01,2014-01-11 20:04:01,Albert's Fine Clothing,01:53:00
3,Felix Balas,2014-01-11 20:07:01,2014-01-12 18:35:01,White Building,22:28:00
3,Felix Balas,2014-01-12 18:37:28,2014-01-12 20:12:01,Albert's Fine Clothing,01:34:33
3,Felix Balas,2014-01-12 20:14:28,2014-01-13 07:06:01,White Building,10:51:33
3,Felix Balas,2014-01-13 07:09:48,2014-01-13 07:39:01,Bean There Done That,00:29:13
3,Felix Balas,2014-01-13 07:59:11,2014-01-13 12:09:01,Gastech,04:09:50
3,Felix Balas,2014-01-13 12:17:17,2014-01-13 13:43:01,Roberts and Sons,01:25:44
3,Felix Balas,2014-01-13 13:51:17,2014-01-13 17:56:01,Gastech,04:04:44
3,Felix Balas,2014-01-13 18:07:11,2014-01-14 07:39:01,White Building,13:31:50
3,Felix Balas,2014-01-14 07:42:48,2014-01-14 08:03:01,Bean There Done That,00:20:13
3,Felix Balas,2014-01-14 08:23:11,2014-01-14 11:58:01,Gastech,03:34:50
3,Felix Balas,2014-01-14 12:06:26,2014-01-14 13:31:01,Roberts and Sons,01:24:35
3,Felix Balas,2014-01-14 13:39:26,2014-01-14 17:29:01,Gastech,03:49:35
3,Felix Balas,2014-01-14 17:40:11,2014-01-14 19:18:01,White Building,01:37:50
3,Felix Balas,2014-01-14 19:20:53,2014-01-14 20:58:01,Albert's Fine Clothing,01:37:08
3,Felix Balas,2014-01-14 21:00:52,2014-01-14 21:09:01,White Building,00:08:09
3,Felix Balas,2014-01-14 21:09:01,2014-01-15 07:21:01,White Building,10:12:00
3,Felix Balas,2014-01-15 07:24:48,2014-01-15 08:05:01,Bean There Done That,00:40:13
3,Felix Balas,2014-01-15 08:25:11,2014-01-15 11:54:01,Gastech,03:28:50
3,Felix Balas,2014-01-15 12:02:17,2014-01-15 13:54:01,Roberts and Sons,01:51:44
3,Felix Balas,2014-01-15 14:02:17,2014-01-15 17:55:01,Gastech,03:52:44
3,Felix Balas,2014-01-15 18:06:11,2014-01-15 18:49:01,White Building,00:42:50
3,Felix Balas,2014-01-15 18:51:28,2014-01-15 20:17:01,Albert's Fine Clothing,01:25:33
3,Felix Balas,2014-01-15 20:20:01,2014-01-16 07:24:01,White Building,11:04:00
3,Felix Balas,2014-01-16 07:27:48,2014-01-16 08:01:01,Bean There Done That,00:33:13
3,Felix Balas,2014-01-16 08:21:11,2014-01-16 12:13:01,Gastech,03:51:50
3,Felix Balas,2014-01-16 12:21:26,2014-01-16 13:52:01,Roberts and Sons,01:30:35
3,Felix Balas,2014-01-16 14:00:26,2014-01-16 17:29:01,Gastech,03:28:35
3,Felix Balas,2014-01-16 17:40:11,2014-01-16 18:37:01,White Building,00:56:50
3,Felix Balas,2014-01-16 18:39:28,2014-01-16 20:18:01,Albert's Fine Clothing,01:38:33
3,Felix Balas,2014-01-16 20:20:28,2014-01-17 07:01:01,White Building,10:40:33
3,Felix Balas,2014-01-17 07:04:48,2014-01-17 07:48:01,Bean There Done That,00:43:13
3,Felix Balas,2014-01-17 08:08:11,2014-01-17 12:15:01,Gastech,04:06:50
3,Felix Balas,2014-01-17 12:21:16,2014-01-17 13:37:01,General Grocer,01:15:45
3,Felix Balas,2014-01-17 13:43:16,2014-01-17 17:57:01,Gastech,04:13:45
3,Felix Balas,2014-01-17 18:08:11,2014-01-17 19:46:01,White Building,01:37:50
3,Felix Balas,2014-01-17 19:48:28,2014-01-17 21:59:01,Albert's Fine Clothing,02:10:33
3,Felix Balas,2014-01-17 22:01:26,2014-01-17 22:41:01,White Building,00:39:35
3,Felix Balas,2014-01-17 22:41:01,2014-01-18 18:00:01,White Building,19:19:00
3,Felix Balas,2014-01-18 18:07:01,2014-01-18 18:40:01,Frank's Fuel,00:33:00
3,Felix Balas,2014-01-18 18:43:09,2014-01-18 19:44:01,Roberts and Sons,01:00:52
3,Felix Balas,2014-01-18 19:49:01,2014-01-19 18:21:01,White Building,22:32:00
3,Felix Balas,2014-01-19 18:23:28,2014-01-19 19:47:01,Albert's Fine Clothing,01:23:33
4,Ingrid Barranco,2014-01-06 06:35:24,2014-01-06 06:53:01,Coffee Shack,00:17:37
4,Ingrid Barranco,2014-01-06 06:53:01,2014-01-06 07:15:01,Coffee Shack,00:22:00
4,Ingrid Barranco,2014-01-06 07:28:19,2014-01-06 12:34:01,Gastech,05:05:42
4,Ingrid Barranco,2014-01-06 12:42:16,2014-01-06 13:00:01,Roberts and Sons,00:17:45
4,Ingrid Barranco,2014-01-06 13:00:01,2014-01-06 13:29:01,Roberts and Sons,00:29:00
4,Ingrid Barranco,2014-01-06 13:37:17,2014-01-06 18:20:01,Gastech,04:42:44
4,Ingrid Barranco,2014-01-06 18:28:01,2014-01-06 19:54:01,Spetson Park,01:26:00
4,Ingrid Barranco,2014-01-06 19:57:13,2014-01-06 20:52:01,Albert's Fine Clothing,00:54:48
4,Ingrid Barranco,2014-01-06 20:56:01,2014-01-07 06:42:01,Spetson Park,09:46:00
4,Ingrid Barranco,2014-01-07 06:44:23,2014-01-07 06:56:01,Coffee Shack,00:11:38
4,Ingrid Barranco,2014-01-07 06:56:01,2014-01-07 07:07:01,Coffee Shack,00:11:00
4,Ingrid Barranco,2014-01-07 07:20:19,2014-01-07 12:09:01,Gastech,04:48:42
4,Ingrid Barranco,2014-01-07 12:17:17,2014-01-07 13:39:01,Roberts and Sons,01:21:44
4,Ingrid Barranco,2014-01-07 13:47:17,2014-01-07 18:22:01,Gastech,04:34:44
4,Ingrid Barranco,2014-01-07 18:29:22,2014-01-07 19:30:01,Spetson Park,01:00:39
4,Ingrid Barranco,2014-01-07 19:33:13,2014-01-07 21:25:01,Albert's Fine Clothing,01:51:48
4,Ingrid Barranco,2014-01-07 21:28:13,2014-01-08 06:22:01,Spetson Park,08:53:48
4,Ingrid Barranco,2014-01-08 06:24:25,2014-01-08 07:06:01,Coffee Shack,00:41:36
4,Ingrid Barranco,2014-01-08 07:19:19,2014-01-08 12:32:01,Gastech,05:12:42
4,Ingrid Barranco,2014-01-08 12:34:05,2014-01-08 13:34:01,Ouzeri Elian,00:59:56
4,Ingrid Barranco,2014-01-08 13:36:05,2014-01-08 18:05:01,Gastech,04:28:56
4,Ingrid Barranco,2014-01-08 18:12:20,2014-01-08 18:17:01,Spetson Park,00:04:41
4,Ingrid Barranco,2014-01-08 18:17:01,2014-01-08 19:14:01,Spetson Park,00:57:00
4,Ingrid Barranco,2014-01-08 19:18:01,2014-01-08 21:02:01,Albert's Fine Clothing,01:44:00
4,Ingrid Barranco,2014-01-08 21:05:13,2014-01-09 06:56:01,Spetson Park,09:50:48
4,Ingrid Barranco,2014-01-09 06:59:01,2014-01-09 07:15:01,Coffee Shack,00:16:00
4,Ingrid Barranco,2014-01-09 07:29:01,2014-01-09 12:28:01,Gastech,04:59:00
4,Ingrid Barranco,2014-01-09 12:30:05,2014-01-09 13:22:01,Ouzeri Elian,00:51:56
4,Ingrid Barranco,2014-01-09 13:24:05,2014-01-09 17:58:01,Gastech,04:33:56
4,Ingrid Barranco,2014-01-09 18:05:22,2014-01-09 19:53:01,Spetson Park,01:47:39
4,Ingrid Barranco,2014-01-09 19:59:24,2014-01-09 21:40:01,Kronos Mart,01:40:37
4,Ingrid Barranco,2014-01-09 21:46:24,2014-01-10 06:46:01,Spetson Park,08:59:37
4,Ingrid Barranco,2014-01-10 06:48:24,2014-01-10 07:01:01,Coffee Shack,00:12:37
4,Ingrid Barranco,2014-01-10 07:01:01,2014-01-10 07:31:01,Coffee Shack,00:30:00
4,Ingrid Barranco,2014-01-10 07:44:19,2014-01-10 12:24:01,Gastech,04:39:42
4,Ingrid Barranco,2014-01-10 12:27:23,2014-01-10 13:34:01,Katerina's Café,01:06:38
4,Ingrid Barranco,2014-01-10 13:37:23,2014-01-10 18:02:01,Gastech,04:24:38
4,Ingrid Barranco,2014-01-10 18:09:21,2014-01-10 18:13:01,Spetson Park,00:03:40
